Symbol,Min_halflife,Max_halflife,Tissue_rolfs
CISD2,76.34129839583416,144.7701012395451,Arytenoid Cartilage|Liver
CISD3,106.29053947631934,143.8935415053955,Liver
CKAP4,85.07047984370988,146.82729332243235,Arytenoid Cartilage|Cricoid Cartilage
CKAP5,220.04672398728468,333.1103791237238,Liver
CKB,84.67212466757621,394.30036343775237,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Sternocleidomastoid Muscle|Thyroid Cartilage|Vocal Fold Mucosa
CKM,185.7473462866813,439.51208278570164,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Sternocleidomastoid Muscle|Thyroid Cartilage|Vocal Fold Mucosa
CKMT1,71.53836902656502,346.93498088507226,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Sternocleidomastoid Muscle|Vocal Fold Mucosa
CKMT2,234.50144253469446,401.72741689057625,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Sternocleidomastoid Muscle|Thyroid Cartilage|Vocal Fold Mucosa
CLEC3B,33.450358588913964,59.385043849065454,Arytenoid Cartilage|Cricoid Cartilage
CLIC1,55.09731505129904,113.0515279200539,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Liver|Thyroid Cartilage|Vocal Fold Mucosa
CLIC4,72.2247745992128,109.8852786408531,Cricoid Cartilage|Liver
CLINT1,62.22147042728398,72.58085660313563,Liver
CLIP1,516.7919333158998,673.7761171907187,Sternocleidomastoid Muscle
CLPX,31.243956752758322,50.2735942382554,Liver
CLTA,55.82018768350683,76.9024238786924,Liver
CLTB,69.70097764041397,113.87180733408373,Arytenoid Cartilage|Liver
CLTC,73.40068978749872,182.0877006723999,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Liver|Thyroid Cartilage|Vocal Fold Mucosa
CLU,8.317766166719764,150.54780392252243,Arytenoid Cartilage|Blood|Liver|Thyroid Cartilage|Vocal Fold Mucosa
CLYBL,115.108859212834,320.09875569445865,Cricoid Cartilage|Liver|Sternocleidomastoid Muscle|Vocal Fold Mucosa
CMAS,126.59259062047903,253.20444951961798,Arytenoid Cartilage|Cricoid Cartilage
CMBL,77.45743042993097,504.56573653135604,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Liver|Sternocleidomastoid Muscle|Vocal Fold Mucosa
CMKLR1,719.8412952591427,1133.21064941682,Cricoid Cartilage
CMPK1,92.74422887571455,281.148087433143,Arytenoid Cartilage|Blood|Cricoid Cartilage|Liver|Thyroid Cartilage|Vocal Fold Mucosa
CMYA5,39.561313515906534,81.6507918594224,Sternocleidomastoid Muscle
CNBD2,68.4308199647828,95.93732602905857,Cricoid Cartilage
CNDP2,77.94739168511276,184.67509251145881,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Liver
CNN1,206.85814888627175,264.30779048989405,Cricoid Cartilage
CNN2,47.6662817577041,137.01945748652258,Arytenoid Cartilage|Cricoid Cartilage
CNN3,33.567126724588235,59.6533593912529,Arytenoid Cartilage|Cricoid Cartilage
CNPY2,80.10561146740623,94.9516685698394,Liver
COASY,82.84627656094248,162.44050711288958,Cricoid Cartilage|Liver
COBLL1,69.61056294851592,83.68815943976213,Liver
COG3,80.48542422680727,112.1143842393768,Cricoid Cartilage
COL10A1,688.8419185688892,1028.789878382105,Cricoid Cartilage
COL11A1,1629.3371531281791,3886.8066199623095,Arytenoid Cartilage
COL12A1,306.13787878962944,805.9850936743657,Arytenoid Cartilage|Cricoid Cartilage|Thyroid Cartilage
COL14A1,68.34086078973526,225.8728083289993,Arytenoid Cartilage|Cricoid Cartilage|Liver
COL15A1,164.54532476198972,307.89436115935524,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle
COL18A1,37.6378025146241,53.92742587343989,Liver
COL1A1,1354.685043439633,5658.344331101596,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Sternocleidomastoid Muscle|Thyroid Cartilage|Vocal Fold Mucosa
COL1A2,2053.769423881317,4366.281452346114,Arytenoid Cartilage|Cricoid Cartilage|Sternocleidomastoid Muscle|Thyroid Cartilage
COL28A1,81.64678445859468,111.48326185121772,Cricoid Cartilage
COL2A1,690.271051180028,1264.0982016290793,Thyroid Cartilage
COL3A1,900.1911435843454,4190.310411445516,Arytenoid Cartilage|Cricoid Cartilage|Sternocleidomastoid Muscle
COL4A1,153.0548563201594,188.37654097423834,Cricoid Cartilage|Vocal Fold Mucosa
COL4A2,460.5629106710631,1130.8995468007263,Cricoid Cartilage|Laryngeal Muscle|Thyroid Cartilage
COL5A1,77.30625183993938,3886.8066199623095,Arytenoid Cartilage|Liver
COL6A1,488.70541520090455,3531.9601557194587,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Liver|Thyroid Cartilage|Vocal Fold Mucosa
COL6A2,462.0981203732995,4018.2445249851553,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Liver|Thyroid Cartilage|Vocal Fold Mucosa
COL9A1,3480.2368898407294,5134.423559703303,Cricoid Cartilage
COLEC12,49.28316496352748,59.5764507160359,Arytenoid Cartilage
COLGALT2,46.62032994265809,71.54759938685942,Cricoid Cartilage
COMMD9,112.03887616808012,136.17822800782625,Arytenoid Cartilage
COMP,363.06268732952276,573.6390459806469,Cricoid Cartilage
COMT,63.10181820520688,159.92628661250308,Arytenoid Cartilage|Cricoid Cartilage|Liver|Thyroid Cartilage
COMTD1,212.86669652505367,254.2881738525192,Cricoid Cartilage
COPA,61.899655194190494,136.52468061911065,Arytenoid Cartilage|Cricoid Cartilage|Liver
COPB1,46.93072004242573,146.31075051397366,Arytenoid Cartilage|Cricoid Cartilage|Liver|Thyroid Cartilage|Vocal Fold Mucosa
COPB2,54.11513071610789,127.63182701732944,Arytenoid Cartilage|Cricoid Cartilage|Liver
COPE,56.614253789268815,105.74327697329443,Arytenoid Cartilage|Cricoid Cartilage|Liver|Thyroid Cartilage
COPG1,68.67376293526529,131.9651938238838,Arytenoid Cartilage|Cricoid Cartilage|Liver|Thyroid Cartilage
COPG2,21.30739085154937,893.9028658484087,Arytenoid Cartilage|Cricoid Cartilage|Liver|Sternocleidomastoid Muscle|Thyroid Cartilage
COPS2,75.54394593087139,146.74957951163358,Cricoid Cartilage|Liver
COPS3,90.03373022371761,155.31259764198225,Cricoid Cartilage|Liver
COPS4,55.3208484368284,163.81617265811113,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Liver|Thyroid Cartilage|Vocal Fold Mucosa
COPS5,66.50488659725158,152.06153869682976,Cricoid Cartilage|Liver
COPS7A,63.06593499672777,98.29551130604919,Liver
COPZ1,58.20486453741516,124.71348926785095,Arytenoid Cartilage|Cricoid Cartilage|Liver
COQ3,89.39028658483252,335.8000067305567,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Liver|Thyroid Cartilage
COQ5,146.2978835057492,199.1802242988133,Arytenoid Cartilage|Laryngeal Muscle
COQ6,286.52311976286046,380.0669941382083,Cricoid Cartilage
COQ8A,36.89897154963769,199.2040753614669,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Liver|Sternocleidomastoid Muscle|Thyroid Cartilage|Vocal Fold Mucosa
COQ8B,43.20580820569492,57.21002934671827,Liver
COQ9,82.73914420290727,319.60676913420264,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Liver|Sternocleidomastoid Muscle|Vocal Fold Mucosa
CORO1A,94.75156537812319,139.16289387181166,Liver
CORO1B,55.95349074513692,139.16289387181166,Liver
CORO1C,86.64791048199123,223.50574141380565,Arytenoid Cartilage|Cricoid Cartilage
CORO6,94.75156537812319,139.16289387181166,Liver
CORO7,100.32283399732651,142.8310494842787,Cricoid Cartilage|Liver
COTL1,58.77033962212505,130.41339239133566,Arytenoid Cartilage|Cricoid Cartilage|Liver|Vocal Fold Mucosa
COX15,53.95541104514355,70.75938891296748,Liver
COX4I1,116.3975114290426,411.1599686959672,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Liver|Sternocleidomastoid Muscle|Thyroid Cartilage|Vocal Fold Mucosa
COX5A,116.9704143822159,363.8567876955116,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Liver|Sternocleidomastoid Muscle|Thyroid Cartilage
COX5B,108.43131490963998,427.4288883206259,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Liver|Sternocleidomastoid Muscle|Thyroid Cartilage|Vocal Fold Mucosa
COX6A1,78.87876876925995,120.54733574954054,Liver
COX6B1,103.43550539971851,317.7145212649873,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Liver|Sternocleidomastoid Muscle|Vocal Fold Mucosa
COX6C,110.95532804266746,366.6637058282443,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Liver|Sternocleidomastoid Muscle|Vocal Fold Mucosa
COX7A1,186.49699925368137,296.48070457014404,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Sternocleidomastoid Muscle|Thyroid Cartilage
COX7A2,8.317766166719778,187.44261784156322,Laryngeal Muscle|Liver|Vocal Fold Mucosa
COX7A2L,104.50111397347499,321.2733165978203,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Liver|Sternocleidomastoid Muscle|Vocal Fold Mucosa
COX7C,114.70407731806301,374.7585567342205,Cricoid Cartilage|Laryngeal Muscle|Liver
COX8B,269.53228019176925,309.78644941220875,Sternocleidomastoid Muscle
CP,16.086033431412922,124.62006392567793,Blood|Cricoid Cartilage|Liver|Vocal Fold Mucosa
CPN2,14.382511851840736,27.949013513590852,Blood
CPNE1,55.94408236964848,78.56213616736092,Liver
CPNE3,55.02805839515294,102.77729107524198,Arytenoid Cartilage|Cricoid Cartilage|Liver
CPOX,70.75036079375751,109.04255593495583,Liver
CPPED1,61.21180532596928,84.51726024202961,Liver
CPQ,66.70756409269393,86.83334551328522,Liver
CPS1,79.4969527546431,788.4138546653494,Cricoid Cartilage|Liver|Vocal Fold Mucosa
CPSF7,80.95937479773553,100.72983550371595,Cricoid Cartilage
CPT1A,71.3297844671881,108.7005510548685,Liver
CPT1B,198.4199944350555,325.48488228187887,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Vocal Fold Mucosa
CPT2,89.00290157528721,277.3513226647302,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Liver|Sternocleidomastoid Muscle|Vocal Fold Mucosa
CR2,39.63105663578878,47.05284212540995,Arytenoid Cartilage
CRABP1,61.171290065963134,93.34791725177428,Arytenoid Cartilage
CRADD,40.07885979097186,47.558627557788135,Liver
CRAT,246.26990871112793,441.4950194649366,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Sternocleidomastoid Muscle|Thyroid Cartilage|Vocal Fold Mucosa
CRIP1,72.92447980640695,101.65311538916575,Arytenoid Cartilage
CRIP2,60.9494113484233,146.78842613111036,Arytenoid Cartilage|Liver|Sternocleidomastoid Muscle|Vocal Fold Mucosa
CRK,136.5919396784,169.14623623213896,Cricoid Cartilage
CRLF3,114.56978191069356,159.6500223937647,Cricoid Cartilage
CRMP1,109.26458018678949,204.59392858736635,Arytenoid Cartilage|Laryngeal Muscle|Thyroid Cartilage
CROT,38.45565624133402,58.97660982535787,Liver
CRP,314.2337048250621,372.9939985075961,Arytenoid Cartilage
CRYAB,69.28007801698612,139.47792683356073,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Sternocleidomastoid Muscle
CRYL1,208.75307232324604,329.22090507500366,Arytenoid Cartilage
CRYZ,97.97710308873712,295.69022988673146,Cricoid Cartilage|Liver|Thyroid Cartilage|Vocal Fold Mucosa
CS,110.75587439040459,434.9158779983991,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Liver|Sternocleidomastoid Muscle|Thyroid Cartilage|Vocal Fold Mucosa
CSAD,84.83188339335064,152.64757142075433,Cricoid Cartilage|Liver
CSDE1,28.18960624513023,38.029289350399296,Liver
CSE1L,55.95160881689307,125.87418533170924,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Liver
CSF1R,375.1811532124219,1308.853842127356,Arytenoid Cartilage|Cricoid Cartilage|Liver|Vocal Fold Mucosa
CSNK2A1,34.40647845592288,39.83604485976704,Liver
CSNK2A2,49.182628705767115,67.09228607960726,Arytenoid Cartilage
CSRP1,100.28654650010373,179.6881867944871,Arytenoid Cartilage|Cricoid Cartilage
CSRP3,82.03734260497477,211.35220853053903,Arytenoid Cartilage|Liver|Sternocleidomastoid Muscle
CST3,37.06008807128559,48.774539928573816,Cricoid Cartilage
CSTB,74.39862403147269,113.53762171332627,Arytenoid Cartilage
CTBP1,75.9024151728637,108.20562204654375,Arytenoid Cartilage
CTCF,653.3987562230471,873.714933478932,Arytenoid Cartilage
CTH,79.72936656331981,116.60147426534049,Liver
CTNNA1,8.317766166719794,77.23805522072009,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Liver|Vocal Fold Mucosa
CTNNB1,36.160270260707925,51.24617193468876,Arytenoid Cartilage
CTNND1,25.65746770121794,63.02292897953734,Arytenoid Cartilage|Liver|Vocal Fold Mucosa
CTSA,48.92803627481962,64.53383634664708,Liver
CTSB,38.0745498797004,81.35132443365822,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Liver|Vocal Fold Mucosa
CTSD,42.55591397876411,119.2511278382699,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Liver|Sternocleidomastoid Muscle
CTSF,85.31917290715094,121.52481798111793,Liver
CTSH,61.869727512045074,132.87166400510074,Arytenoid Cartilage|Cricoid Cartilage|Liver
CTSZ,54.53736463114672,64.59146702946477,Liver
CTTN,72.3315462995644,110.88876372107589,Arytenoid Cartilage
CUL5,121.56922196312863,138.06566796775397,Cricoid Cartilage
CUTA,188.26994492335524,243.74406349339893,Cricoid Cartilage|Thyroid Cartilage
CWF19L2,250.08316797106423,367.3924985300087,Cricoid Cartilage|Laryngeal Muscle|Sternocleidomastoid Muscle
CXADR,32.211312486085106,50.627019487625034,Liver
CXCL14,187.61173264282547,242.57119179701846,Arytenoid Cartilage
CYB5A,69.21954118685339,160.04937784716753,Arytenoid Cartilage|Cricoid Cartilage|Liver|Vocal Fold Mucosa
CYB5B,88.88876480596743,205.52918622962775,Arytenoid Cartilage|Liver|Sternocleidomastoid Muscle|Thyroid Cartilage
CYB5R1,121.58699264316951,361.0141565416405,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Thyroid Cartilage|Vocal Fold Mucosa
CYB5R3,71.76674863433442,154.2755479313097,Arytenoid Cartilage|Cricoid Cartilage|Liver
CYC1,110.94052906594652,471.92999527485995,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Liver|Sternocleidomastoid Muscle|Thyroid Cartilage|Vocal Fold Mucosa
CYCS,109.15703630863561,427.75860975671856,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Liver|Sternocleidomastoid Muscle|Thyroid Cartilage|Vocal Fold Mucosa
CYCT,109.15703630863561,388.5898699705389,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Liver|Sternocleidomastoid Muscle
CYFIP1,25.09016535215406,141.0268932980565,Arytenoid Cartilage|Cricoid Cartilage|Liver
CYFIP2,50.67482738344921,141.0268932980565,Arytenoid Cartilage|Cricoid Cartilage
CYP11A1,142.61065009377376,182.9085468217561,Liver
CYP17A1,40.65478709997481,50.18108754921033,Liver
CYP1A1,34.95373759468557,52.86995815489816,Liver
CYP1A2,32.47731899074358,53.29168482008809,Liver
CYP27A1,60.80905191884599,84.40148317318697,Liver
CYP2A12,41.50064196941167,60.164673900320835,Liver
CYP2A4,21.90528729894615,52.888447680545056,Arytenoid Cartilage|Cricoid Cartilage|Liver|Vocal Fold Mucosa
CYP2A5,21.90528729894615,52.888447680545056,Arytenoid Cartilage|Cricoid Cartilage|Liver|Vocal Fold Mucosa
CYP2B10,36.30309954049991,84.43575440787068,Arytenoid Cartilage|Cricoid Cartilage|Liver
CYP2B19,38.997450263581676,55.0171390463296,Liver
CYP2B9,36.30309954049991,62.815890697574595,Liver
CYP2C23,39.37404102589045,48.15054656701699,Liver
CYP2C29,40.388288944715,61.67247102186799,Liver
CYP2C37,39.37404102589045,73.36508195562826,Liver
CYP2C38,38.48234364301438,53.28656373823202,Liver
CYP2C39,35.43621755977996,56.33053072409146,Liver
CYP2C40,34.410748662582066,55.091841083053026,Liver
CYP2C50,39.297770796179464,73.36508195562826,Liver
CYP2C70,34.365964289129074,52.63909228060197,Liver
CYP2D10,45.365509499423744,64.43634943424384,Liver
CYP2D11,45.365509499423744,62.75191374363895,Liver
CYP2D26,43.19683293978011,58.33753799073747,Liver
CYP2D9,48.26930226740566,69.9942455229464,Liver
CYP2E1,30.282210491378315,45.04368118011132,Cricoid Cartilage|Liver
CYP2F2,12.895261682445739,75.12433315317342,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Liver|Vocal Fold Mucosa
CYP2J5,34.92071945387863,51.07937955489653,Liver
CYP2U1,135.5789106229725,185.271548428987,Liver
CYP3A11,31.100266093547837,50.0091156874754,Liver
CYP3A13,39.923041909905834,62.502000050490906,Liver
CYP3A16,33.02535601810269,49.5075660182092,Liver
CYP3A41A,31.100266093547837,49.5075660182092,Liver
CYP3A41B,31.100266093547837,49.5075660182092,Liver
CYP46A1,38.18116211484666,60.114668931589165,Liver
CYP4B1,42.7714617510123,55.219851070300386,Cricoid Cartilage
CYP4F14,48.71883187910355,57.158920881798444,Liver
CYP4F18,49.34748993930361,57.158920881798444,Liver
CYP4V3,47.429812206873194,90.16060014871132,Liver
CYP4X1,741.9951977448117,1723.8893609781007,Cricoid Cartilage|Thyroid Cartilage
CYP51,31.53416297046426,51.49681876374038,Liver
CZIB,71.80082150044335,204.0668833836597,Arytenoid Cartilage|Cricoid Cartilage|Vocal Fold Mucosa
D1PAS1,31.76235290394021,72.2498689834471,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Liver|Vocal Fold Mucosa
DAB2,42.247898043068545,72.38820039788844,Arytenoid Cartilage
DAG1,173.6304387165751,248.18040181158023,Cricoid Cartilage|Laryngeal Muscle
DAP3,51.328393500273634,145.21239816195953,Cricoid Cartilage|Liver|Thyroid Cartilage
DAPL1,61.70907461027794,76.85268563909585,Arytenoid Cartilage
DARS1,77.60196078479959,147.95030534897518,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Liver|Sternocleidomastoid Muscle
DBI,94.07641425910072,236.63630630774554,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Liver|Sternocleidomastoid Muscle|Thyroid Cartilage|Vocal Fold Mucosa
DBNL,48.2385093470936,81.03825181916764,Arytenoid Cartilage
DBT,77.95835012622888,368.04275073968876,Cricoid Cartilage|Laryngeal Muscle|Liver|Sternocleidomastoid Muscle|Thyroid Cartilage|Vocal Fold Mucosa
DCN,40.3051129850237,125.71247890454741,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Sternocleidomastoid Muscle|Vocal Fold Mucosa
DCP1B,311.5851720066613,372.3261489130494,Sternocleidomastoid Muscle
DCPS,94.93541250606172,214.04442014200202,Arytenoid Cartilage|Cricoid Cartilage|Liver
DCTN2,57.73419981064306,163.39782274274359,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Liver|Sternocleidomastoid Muscle
DCUN1D2,8.31776616671979,60.41375774781594,Arytenoid Cartilage
DCXR,91.7215213841132,134.70066666751444,Liver
DDAH1,94.01261561705186,147.88454381223883,Liver
DDAH2,169.90636639187426,237.20992918044138,Arytenoid Cartilage|Thyroid Cartilage
DDB1,43.387231582699606,90.91945309853368,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Liver|Vocal Fold Mucosa
DDC,76.73569967912248,101.29411394651655,Liver
DDOST,110.08889109547115,179.165668642261,Arytenoid Cartilage|Cricoid Cartilage|Liver
DDT,107.680318036355,303.29138256023015,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Liver|Vocal Fold Mucosa
DDX1,73.73906176168677,162.64697236439324,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Liver
DDX10,92.1993700240312,132.7762178420843,Liver
DDX17,24.626626302258586,52.60413715355014,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Liver
DDX21,28.118610482131675,46.83031369377246,Liver
DDX24,445.0383181765312,557.6779193241284,Arytenoid Cartilage
DDX39A,43.561057721958306,156.1728532992206,Cricoid Cartilage|Laryngeal Muscle|Liver|Thyroid Cartilage
DDX39B,43.561057721958306,164.3827305675759,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Liver|Thyroid Cartilage|Vocal Fold Mucosa
DDX3X,30.250272459110583,72.2498689834471,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Liver|Vocal Fold Mucosa
DDX3Y,31.76235290394021,57.09418379873941,Arytenoid Cartilage|Liver
DDX5,24.626626302258586,73.72272250582185,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Liver
DDX54,20.978501769828608,25.54596488550166,Liver
DECR1,123.15318576723989,417.45375993572935,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Liver|Sternocleidomastoid Muscle|Thyroid Cartilage
DECR2,54.27402803640557,80.79030806390514,Liver
DEK,74.8673822386921,112.9134075438599,Arytenoid Cartilage
DENND2B,343.9225208484339,574.8283460068699,Laryngeal Muscle
DERA,54.39648268078837,75.90241517287353,Liver
DES,113.2439233045519,232.8927948121236,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Sternocleidomastoid Muscle|Thyroid Cartilage|Vocal Fold Mucosa
DGLUCY,111.4683217196372,335.8678040264565,Cricoid Cartilage|Liver
DHCR7,73.74559949214068,106.56288728099665,Liver
DHDH,58.922297784290286,234.36929182074542,Arytenoid Cartilage|Liver|Vocal Fold Mucosa
DHFR,76.66143932459453,120.07746739884882,Liver
DHRS1,71.41859070723625,94.86503383574275,Liver
DHRS11,271.4675641879692,390.7806514784781,Blood
DHRS4,80.22149941379104,403.57914443082916,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Liver|Vocal Fold Mucosa
DHRS7,39.97868912892923,199.466814549628,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Liver
DHRS7C,201.83853838189657,411.77060231284116,Cricoid Cartilage|Laryngeal Muscle
DHTKD1,92.54301476100142,158.3733085818618,Liver
DHX15,22.702875924174286,40.52109985248383,Arytenoid Cartilage
DHX29,124.26632056053435,142.1718855947252,Liver
DHX8,12.46219310607631,130.50547056906413,Liver
DHX9,65.84418101498886,433.8949487071913,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Liver
DIAPH1,691.7061261305118,833.4435036792996,Laryngeal Muscle
DIDO1,46.44461537059212,57.14910279789318,Liver
DISP3,322.6441492133205,426.8804807143646,Laryngeal Muscle|Sternocleidomastoid Muscle
DKC1,153.9471805796437,195.13820918989796,Arytenoid Cartilage|Liver
DLAT,121.88096075491733,483.16968729128087,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Liver|Sternocleidomastoid Muscle|Thyroid Cartilage|Vocal Fold Mucosa
DLD,100.02123817602757,435.5991708153646,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Liver|Sternocleidomastoid Muscle|Thyroid Cartilage|Vocal Fold Mucosa
DLG1,308.5797131040388,375.85929357069085,Arytenoid Cartilage
DLST,124.545424372529,468.8706971093229,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Liver|Sternocleidomastoid Muscle
DMD,172.21047964218232,456.26802889299887,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Sternocleidomastoid Muscle|Thyroid Cartilage|Vocal Fold Mucosa
DMGDH,102.93628075884814,161.13456347771074,Liver
DNAH1,36.413554412692726,68.93271592192737,Cricoid Cartilage|Thyroid Cartilage
DNAH17,113.9420022838267,139.59496797380805,Liver
DNAH3,788.413854665341,1133.9831174804822,Laryngeal Muscle
DNAH8,936.158262995993,1089.425824062791,Laryngeal Muscle
DNAJA1,30.345182199227857,54.23156424918889,Arytenoid Cartilage|Liver
DNAJA2,45.33707337486365,115.91897661095865,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Liver|Vocal Fold Mucosa
DNAJA3,55.79210629318415,65.70634463006041,Liver
DNAJA4,58.45848941715103,140.38423910074863,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Thyroid Cartilage
DNAJB11,67.72873680252533,210.44316677341902,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Liver
DNAJB4,65.45814249405335,95.50222362614834,Arytenoid Cartilage|Cricoid Cartilage|Thyroid Cartilage
DNAJB6,329.9391577437285,421.2593652428151,Vocal Fold Mucosa
DNAJC11,98.58093234630098,154.9365030589434,Liver
DNAJC3,35.2283518983497,57.16088490340755,Liver
DNAL1,252.58931572173904,281.33827724392313,Laryngeal Muscle
DNM1,75.86433935350898,114.34141407271105,Arytenoid Cartilage|Cricoid Cartilage
DNM1L,60.21694177021159,209.09417211456076,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Liver|Sternocleidomastoid Muscle|Thyroid Cartilage|Vocal Fold Mucosa
DNM2,44.665142525006615,111.06644634420499,Liver
DNM3,84.56451979177845,104.17391404244907,Cricoid Cartilage
DNMBP,540.1146861506098,791.0381518515862,Cricoid Cartilage
DPP3,83.45305675447545,189.73006767143244,Cricoid Cartilage|Liver
DPP4,101.2632842307989,138.23776245170978,Liver
DPT,1526.1956269209818,2893.1360579893317,Thyroid Cartilage
DPY30,54.2881974135649,97.64928582671291,Arytenoid Cartilage|Cricoid Cartilage|Liver
DPYD,42.39324261216249,68.31560237131427,Liver
DPYS,56.22011603054652,103.63526248091594,Liver
DPYSL2,104.4420663827146,209.27830335183623,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Liver|Thyroid Cartilage|Vocal Fold Mucosa
DPYSL3,87.93494203107474,195.34443792194355,Arytenoid Cartilage|Cricoid Cartilage|Thyroid Cartilage|Vocal Fold Mucosa
DR1,85.49456436138703,105.43498753605459,Cricoid Cartilage
DRG1,49.723614100426516,62.06824988224274,Liver
DROSHA,26.36292404906132,41.626294498645436,Cricoid Cartilage
DSCAML1,290.6277486621862,383.92643280449295,Thyroid Cartilage
DSEL,22.3890774588015,33.01749034105795,Liver
DSG3,33.546819523359396,57.21002934671812,Arytenoid Cartilage
DSP,30.32747950602279,66.37486467477433,Arytenoid Cartilage|Liver|Vocal Fold Mucosa
DSTN,68.52101628403773,155.6031459492424,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Liver|Thyroid Cartilage|Vocal Fold Mucosa
DTD2,85.52533203144452,132.89289290170038,Liver
DTNA,254.2493096963828,438.35394818000395,Laryngeal Muscle
DTX3L,35.648078544204935,48.367541819615965,Liver
DUSP3,72.97246275140064,212.62183452747536,Arytenoid Cartilage|Cricoid Cartilage|Liver
DYNC1H1,54.051831996096766,140.1831324971277,Arytenoid Cartilage|Cricoid Cartilage|Laryngeal Muscle|Liver|Thyroid Cartilage|Vocal Fold Mucosa
DYNC2H1,175.88847889023998,252.97342356202896,Arytenoid Cartilage
DYNLL2,74.37201508153063,135.0725262539614,Arytenoid Cartilage|Liver|Vocal Fold Mucosa
DYNLRB1,40.42263773494362,86.56674992682888,Arytenoid Cartilage|Cricoid Cartilage|Liver
DYRK2,18.442531577391495,23.56808434290387,Liver
DYRK3,18.442531577391495,23.56808434290387,Liver
